Timestamp,Volume Flow,Mass Flow,Average Flow,Totalizer
1.0669407844543457,-0.0836944580,-0.0836944580,3608.0056152344,169.00
8.07372784614563,0.0287628174,0.0287628174,3608.0056152344,169.00
15.080426931381226,5.2886657715,5.2886657715,3595.4096679688,170.00
22.087453842163086,5.0880126953,5.0880126953,3587.6362304688,171.00
29.0940899848938,5.0025787354,5.0025787354,3579.7121582031,172.00
36.10114669799805,4.9350891113,4.9350891113,3565.4218750000,173.00
43.10778784751892,4.5047302246,4.5047302246,3556.3962402344,173.00
50.11486482620239,5.4437561035,5.4437561035,3541.8085937500,175.00
57.12159204483032,4.9128417969,4.9128417969,3534.1625976563,175.00
64.1285560131073,4.9007110596,4.9007110596,3526.5690917969,176.00
71.1353600025177,4.9190521240,4.9190521240,3510.8225097656,177.00
78.14234900474548,5.4288330078,5.4288330078,3504.8911132813,178.00
85.14893698692322,4.7927551270,4.7927551270,3490.4113769531,179.00
92.1559317111969,4.8697967529,4.8697967529,3483.2177734375,179.00
99.16282081604004,5.1564636230,5.1564636230,3476.8461914063,180.00
106.1695249080658,4.4838256836,4.4838256836,3463.2282714844,181.00
113.17633986473083,5.7326049805,5.7326049805,3458.5585937500,182.00
120.18338775634766,4.7996215820,4.7996215820,3447.2014160156,183.00
127.19007301330566,4.9425811768,4.9425811768,3440.6752929688,184.00
134.19697880744934,4.8914642334,4.8914642334,3434.0886230469,185.00
141.20384883880615,5.1055908203,5.1055908203,3423.2966308594,186.00
148.21060991287231,5.2066040039,5.2066040039,3417.6770019531,187.00
155.21759366989136,5.3161315918,5.3161315918,3405.7875976563,188.00
162.2245008945465,4.7200469971,4.7200469971,3399.1594238281,188.00
169.2312970161438,5.3514099121,5.3514099121,3394.1252441406,189.00
176.23826098442078,4.9169769287,4.9169769287,3384.0517578125,190.00
183.244863986969,4.2981567383,4.2981567383,3376.6728515625,191.00
190.25181889533997,5.0248413086,5.0248413086,3366.1059570313,192.00
197.2586748600006,4.9883117676,4.9883117676,3360.5200195313,193.00
204.26547980308533,4.8773040771,4.8773040771,3354.7292480469,193.00
211.27236080169678,5.3115539551,5.3115539551,3346.8071289063,195.00
218.27911591529846,5.3260803223,5.3260803223,3342.2009277344,195.00
225.2860689163208,5.1866149902,5.1866149902,3332.1811523438,197.00
232.29289889335632,5.1309356689,5.1309356689,3327.2609863281,197.00
246.30274987220764,5.1395263672,5.1395263672,3313.2487792969,199.00
253.30968070030212,5.3434448242,5.3434448242,3308.9833984375,200.00
260.31645107269287,5.4450836182,5.4450836182,3299.5314941406,201.00
267.32320404052734,4.6146240234,4.6146240234,3293.7851562500,202.00
281.3328158855438,4.8197937012,4.8197937012,3277.4582519531,203.00
288.33981585502625,5.2298736572,5.2298736572,3273.2365722656,204.00
295.3465909957886,4.7651214600,4.7651214600,3263.2026367188,205.00
302.3536927700043,4.8349304199,4.8349304199,3258.2568359375,206.00
309.36048197746277,4.8269653320,4.8269653320,3249.8874511719,207.00
316.36734104156494,5.6253204346,5.6253204346,3246.7395019531,208.00
323.3743488788605,5.0221710205,5.0221710205,3242.3408203125,208.00
330.38094997406006,4.7202453613,4.7202453613,3232.3425292969,210.00
337.3877696990967,5.2767791748,5.2767791748,3228.5905761719,210.00
344.3946280479431,5.2686157227,5.2686157227,3220.0434570313,211.00
351.4014139175415,5.2776489258,5.2776489258,3216.3923339844,212.00
358.4084777832031,4.9047546387,4.9047546387,3212.0112304688,213.00
365.41528701782227,5.2512969971,5.2512969971,3205.0361328125,214.00
372.42194294929504,4.6309509277,4.6309509277,3200.2109375000,215.00
379.42889976501465,5.2939758301,5.2939758301,3192.8247070313,216.00
386.4357056617737,5.3714447021,5.3714447021,3189.5773925781,217.00
393.4426279067993,4.9473724365,4.9473724365,3185.5136718750,217.00
400.4494299888611,5.1484680176,5.1484680176,3176.5620117188,218.00
407.45649099349976,4.9262695313,4.9262695313,3172.5585937500,219.00
414.4634358882904,5.9438171387,5.9438171387,3167.1667480469,220.00
421.4701199531555,5.0382232666,5.0382232666,3163.4641113281,221.00
428.476943731308,5.0320281982,5.0320281982,3159.7785644531,222.00
435.4836857318878,5.4152679443,5.4152679443,3154.1491699219,223.00
442.4907717704773,4.2956848145,4.2956848145,3149.1628417969,223.00
449.4974410533905,4.9999084473,4.9999084473,3143.1181640625,225.00
456.5042269229889,5.9839782715,5.9839782715,3141.4145507813,226.00
463.51109504699707,5.1890563965,5.1890563965,3138.2080078125,226.00
470.51801085472107,5.2798309326,5.2798309326,3130.9482421875,227.00
477.5248670578003,4.9265289307,4.9265289307,3127.3317871094,228.00
484.53172302246094,5.3615417480,5.3615417480,3121.8674316406,229.00
491.5386118888855,4.9814300537,4.9814300537,3118.4262695313,230.00
498.54538083076477,5.6780090332,5.6780090332,3116.2929687500,231.00
505.5524208545685,5.2117004395,5.2117004395,3110.8378906250,232.00
512.5593547821045,4.5536346436,4.5536346436,3106.7248535156,233.00
519.566134929657,5.2431030273,5.2431030273,3100.7275390625,234.00
526.5729856491089,5.1473541260,5.1473541260,3097.7480468750,234.00
533.5797266960144,4.9102630615,4.9102630615,3094.3693847656,235.00
540.5865976810455,4.9816131592,4.9816131592,3087.5156250000,236.00
547.5934457778931,5.2460174561,5.2460174561,3084.8010253906,237.00
554.600380897522,4.8283691406,4.8283691406,3079.1386718750,238.00
561.6071019172668,5.3544006348,5.3544006348,3076.6730957031,239.00
568.6139738559723,6.2268066406,6.2268066406,3075.7753906250,240.00
575.6210298538208,4.9598999023,4.9598999023,3070.3994140625,241.00
582.6277868747711,5.6036682129,5.6036682129,3068.4331054688,242.00
589.6346349716187,5.1467590332,5.1467590332,3063.7797851563,243.00
596.6413879394531,5.1742553711,5.1742553711,3061.1198730469,244.00
603.648512840271,5.5982513428,5.5982513428,3059.2038574219,244.00
610.6554298400879,4.6784210205,4.6784210205,3051.2041015625,245.00
617.6624119281769,5.3309936523,5.3309936523,3048.8884277344,246.00
624.6691420078278,5.1186218262,5.1186218262,3044.0793457031,247.00
631.6758408546448,5.1236267090,5.1236267090,3041.4660644531,248.00
638.6826617717743,4.9333648682,4.9333648682,3038.5563964844,248.00
645.6895389556885,3.8561096191,3.8561096191,3032.1582031250,250.00
652.6970598697662,5.2381439209,5.2381439209,3029.8076171875,250.00
659.7089967727661,5.4156799316,5.4156799316,3024.7619628906,252.00
666.7191290855408,4.7076263428,4.7076263428,3021.6037597656,252.00
673.7281157970428,4.0685577393,4.0685577393,3017.4606933594,253.00
680.7363917827606,4.5466918945,4.5466918945,3011.8796386719,254.00
687.743999004364,4.0487365723,4.0487365723,3007.7785644531,254.00
694.751434803009,4.4451293945,4.4451293945,3001.7839355469,255.00
701.7587678432465,5.0949554443,5.0949554443,2999.3813476563,256.00
708.7659299373627,5.5489501953,5.5489501953,2997.7160644531,257.00
715.7730858325958,5.2545928955,5.2545928955,2994.1872558594,258.00
722.7801098823547,5.2467193604,5.2467193604,2992.0776367188,259.00
729.7867000102997,5.6323394775,5.6323394775,2989.3220214844,260.00
736.7936177253723,4.1930847168,4.1930847168,2985.6386718750,261.00
743.8005359172821,4.6406097412,4.6406097412,2982.6525878906,261.00
750.8073887825012,5.9242858887,5.9242858887,2978.9218750000,263.00
757.8142938613892,5.1925048828,5.1925048828,2976.8227539063,263.00
764.8213260173798,4.9475708008,4.9475708008,2971.5744628906,264.00
771.8281228542328,4.5994110107,4.5994110107,2968.6264648438,265.00
778.8350310325623,5.0761413574,5.0761413574,2966.4091796875,266.00
785.841906785965,5.3498382568,5.3498382568,2962.4870605469,267.00
792.8487508296967,5.1920928955,5.1920928955,2960.4826660156,268.00
799.8556458950043,4.9108428955,4.9108428955,2956.3767089844,269.00
806.8626589775085,5.1716766357,5.1716766357,2954.3789062500,269.00
813.8696429729462,5.2069244385,5.2069244385,2952.4455566406,270.00
820.8765149116516,5.3769378662,5.3769378662,2948.1494140625,271.00
827.8835458755493,4.8596801758,4.8596801758,2945.7448730469,272.00
834.890106678009,4.9045410156,4.9045410156,2940.8276367188,273.00
841.897047996521,4.0879669189,4.0879669189,2937.3710937500,274.00
848.9038138389587,5.2011413574,5.2011413574,2935.5202636719,274.00
855.9107749462128,4.6813507080,4.6813507080,2931.7346191406,276.00
862.917585849762,4.7709960938,4.7709960938,2929.3022460938,276.00
869.9244468212128,5.8696441650,5.8696441650,2927.6938476563,278.00
876.9313080310822,4.5474700928,4.5474700928,2924.9816894531,278.00
883.9382860660553,5.8090515137,5.8090515137,2924.0783691406,279.00
890.9450948238373,4.6294860840,4.6294860840,2920.0739746094,280.00
897.9521226882935,3.9026641846,3.9026641846,2916.5368652344,281.00
904.959125995636,5.0135345459,5.0135345459,2912.7578125000,282.00
911.9657928943634,6.1343688965,6.1343688965,2912.3715820313,283.00
